序号,代码,名称,涨跌幅,最新价,涨停价,成交额,流通市值,总市值,换手率,涨速,是否新高,量比,涨停统计,入选理由,所属行业
17,300578,会畅通讯,13.279678344726562,22.52,23.86,760614576,4342022265.16,4511876144.8,18.190750122070312,0.0,1,2.273850202560425,0/0,1,通信服务
18,688095,福昕软件,12.85714340209961,118.5,126.0,521476784,4726052787.0,7844972787.0,10.950949668884277,0.0,1,1.975032925605774,0/0,1,软件开发
19,300031,宝通科技,12.761275291442871,20.5,21.82,1416475584,7076772056.5,8445360728.0,20.841188430786133,0.0,1,1.8348252773284912,0/0,1,游戏
20,300033,同花顺,12.153807640075684,132.42,141.68,1942276000,35958145288.02,71188992000.0,5.518005847930908,0.0,1,4.309681415557861,0/0,1,软件开发
21,688047,龙芯中科,12.088554382324219,134.17,143.64,600709792,4400776000.0,53802169999.99999,14.149158477783203,0.0,1,1.710051417350769,0/0,1,半导体
22,300766,每日互动,11.333333969116211,16.7,18.0,726271664,5722265170.3,6681670000.0,12.916520118713379,0.0,1,1.7344903945922852,0/0,1,互联网服
23,688588,凌志软件,11.276849746704102,18.65,20.11,554319552,4735258499.0,7460186499.999999,11.830810546875,0.0,1,1.6246044635772705,0/0,1,软件开发
24,300134,大富科技,11.1680326461792,10.85,11.71,582345312,7729735365.099999,8327353300.0,7.589128017425537,0.0,1,4.309478282928467,0/0,1,通信设备
25,688521,芯原股份-U,10.502152442932129,77.02,83.64,1082932576,15974399183.16,38336757989.759995,6.987118721008301,0.0,1,1.9785125255584717,0/0,1,半导体
26,000506,中润资源,10.099010467529297,5.56,5.56,1276866752,5163410543.16,5165338745.599999,25.96356773376465,0.0,1,1.422098994255066,4/4,3,贵金属
27,601138,工业富联,10.040485382080078,13.59,13.59,1932690624,269020793561.85,269891868326.4,0.7262495160102844,0.0,1,1.0957823991775513,1/1,1,消费电子
28,600853,龙建股份,10.03649616241455,6.03,6.03,817988944,6059556322.38,6119862340.320001,13.721843719482422,0.0,1,1.3238580226898193,1/1,1,工程建设
29,600895,张江高科,10.02656078338623,16.57,16.57,1195951552,25661785843.5,25661785876.64,4.8057990074157715,0.0,1,1.10762619972229,3/2,3,房地产开
30,000065,北方国际,10.02538013458252,17.34,17.34,1247803360,15697656257.52,17369641134.72,8.153524398803711,0.0,1,0.9850537776947021,5/4,3,工程建设
31,002051,中工国际,10.021097183227539,10.43,10.43,695159408,12902853111.89,12906175285.92,5.559456825256348,0.0,1,1.7439532279968262,1/1,1,工程建设
32,002282,博深股份,10.011507987976074,9.56,9.56,622489248,3863404914.6800003,5200108158.08,16.640256881713867,0.0,1,8.0892333984375,2/2,3,通用设备
33,002236,大华股份,10.00575065612793,19.13,19.13,2851413888,37480606362.59,58024373143.84,7.829577922821045,0.0,1,1.3306124210357666,1/1,1,计算机设
34,001337,四川黄金,10.004150390625,26.5,26.5,11945326,1590000000.0,11130000000.0,0.7512783408164978,0.0,0,0.6231813430786133,11/11,2,贵金属
35,603280,南方路机,10.00381851196289,28.81,28.81,210937863,780799026.27,3123196076.27,27.793928146362305,0.0,1,1.909642219543457,1/1,1,专用设备
36,603282,亚光股份,9.996492385864258,31.36,31.36,10551668,1050560000.0,4196595200.0,1.0043851137161255,0.0,0,0.5013148784637451,3/3,2,专用设备
37,601121,宝地矿业,9.967496871948242,10.15,10.15,21961403,2030000000.0,8120000000.0,1.0818425416946411,0.0,0,0.9135153889656067,6/6,2,钢铁行业
38,600339,中油工程,9.946236610412598,4.09,4.09,1687283168,22835073156.39,22835073356.8,7.62862491607666,0.0,1,2.866544485092163,3/2,3,采掘行业
39,600228,返利科技,9.769484519958496,10.0,10.02,692453872,2413200000.0,7297976480.0,29.872913360595703,-0.19960080087184906,1,2.6737875938415527,5/3,3,互联网服
40,300792,壹网壹创,9.610235214233398,36.84,40.33,742064608,7430963796.6,8788972549.560001,10.007759094238281,0.0,1,2.066561222076416,0/0,1,文化传媒
41,300344,立方数科,9.140518188476562,8.0,8.8,740130320,5113691128.0,5133651328.0,14.288381576538086,0.0,1,2.1089131832122803,0/0,1,软件开发
42,688365,光云科技,8.882978439331055,20.47,22.56,668854384,3486301378.3999996,8716631363.359999,20.04024887084961,0.0,1,1.6238458156585693,2/1,1,互联网服
43,601360,三六零,8.770491600036621,13.27,13.42,6683029248,94818969624.19,94818969664.0,7.293061256408691,0.07541478425264359,1,1.259310245513916,0/0,1,软件开发
44,688018,乐鑫科技,8.766983032226562,127.29,140.44,317514512,10244863094.7,10244863094.7,3.1325325965881348,0.0,1,2.7885351181030273,0/0,1,半导体
45,300133,华策影视,8.644067764282227,6.41,7.08,535227488,10374609749.01,12185882391.36,5.238339900970459,0.0,1,1.8577507734298706,0/0,1,文化传媒
46,301380,挖金客,8.635293960571289,46.17,51.0,289184592,784890000.0,3139560000.0,37.4892692565918,0.0,1,2.115011215209961,0/0,1,互联网服
47,002841,视源股份,8.580509185791016,71.75,72.69,701207584,34131211892.75,50313901120.0,2.0737664699554443,0.05578022822737694,1,3.736088275909424,0/0,1,消费电子
48,688277,天智航-U,8.486083030700684,15.98,17.68,231889667,4780945746.24,7181283137.28,5.001973628997803,0.0,1,3.099968671798706,0/0,1,医疗器械
49,300291,百纳千成,8.433734893798828,5.4,5.98,265637964,4356787710.6,5023915142.400001,6.229540824890137,0.0,1,2.6008188724517822,0/0,1,文化传媒
50,688041,海光信息,8.429191589355469,57.5,63.64,1631353520,12177914190.0,133649440520.0,13.60324478149414,0.0,1,2.253182888031006,0/0,1,半导体
51,000810,创维数字,8.333333969116211,18.72,19.01,1388901888,20915337643.199997,21532045017.6,6.761860370635986,0.053447358310222626,1,1.143867015838623,0/0,1,家电行业
52,300442,润泽科技,8.297079086303711,69.7,77.23,361938624,4592010250.0,66484570604.8,8.06253719329834,0.0,1,1.4130290746688843,0/0,1,互联网服
53,001308,康冠科技,8.07854175567627,38.53,39.22,298289216,2126788572.5,20160196156.32,14.22148323059082,-0.025947069749236107,1,4.907829761505127,0/0,1,消费电子
54,300655,晶瑞电材,7.967479705810547,19.92,22.14,1430977952,11029640514.960001,11656784325.12,13.46943473815918,0.0,1,1.4796711206436157,0/0,1,电子化学
55,300170,汉得信息,7.736155986785889,13.23,14.74,1403156928,10942536347.19,11482677067.68,12.876507759094238,0.0,1,1.667595624923706,0/0,1,互联网服
56,002222,福晶科技,7.6355977058410645,20.44,20.89,1356361232,8699110045.92,8738100000.0,15.864026069641113,0.09794318675994873,1,1.6272798776626587,0/0,1,光学光电
57,002035,华帝股份,7.511045932769775,7.3,7.47,425147568,5510805361.2,6187871396.8,7.825021743774414,0.0,1,1.9859157800674438,0/0,1,家电行业
58,688383,新益昌,7.36764669418335,146.02,163.2,188442999,4425858168.900001,14913548272.000002,4.375247001647949,0.0,1,0.9625884294509888,0/0,1,专用设备
59,603888,新华网,7.043406963348389,26.14,26.86,943870240,13567427470.4,13567427470.4,7.0658979415893555,0.0,1,1.2833847999572754,0/0,1,文化传媒
60,002230,科大讯飞,6.977695941925049,52.28,53.76,6080935424,111261869604.32,121450849086.08,5.4858808517456055,-0.11463507264852524,1,2.046116352081299,0/0,1,软件开发
61,000063,中兴通讯,6.971005439758301,34.68,35.66,5721648640,138022298431.08,164248386355.2,4.199040412902832,0.028843380510807037,1,1.7405723333358765,0/0,1,通信设备
62,688225,亚信安全,6.961770534515381,26.58,29.82,116898893,2916869690.2799997,10632265800.0,4.021816730499268,0.0,1,1.111902117729187,0/0,1,软件开发
63,300045,华力创通,6.896551609039307,9.92,11.14,726995008,4888307376.32,6573738301.44,15.089034080505371,0.0,1,1.6046628952026367,0/0,1,计算机设
64,600131,国网信通,6.874669551849365,20.21,20.8,613443616,24137086425.04,24305941298.4,2.614635944366455,-0.5902606844902039,1,1.6260627508163452,0/0,1,互联网服
65,605168,三人行,6.762199878692627,137.83,142.01,428594496,6136127509.05,13976966642.87,6.9961981773376465,-0.13766121864318848,1,1.2577604055404663,0/0,1,文化传媒
66,688981,中芯国际,6.611234664916992,52.57,59.17,7194787584,102900660990.4,415997495961.6,7.158965110778809,0.0,1,1.7486954927444458,0/0,1,半导体
67,300369,绿盟科技,6.549520969390869,13.34,15.02,421534640,9799184503.68,10653116109.44,4.361119270324707,0.0,1,1.613498330116272,0/0,1,软件开发
68,300017,网宿科技,6.539074897766113,6.68,7.52,997276592,15161793320.519999,16280700888.96,6.574020862579346,0.0,1,3.0528783798217773,0/0,1,互联网服
69,301079,邵阳液压,6.442227840423584,25.61,28.87,61548929,1149840315.3899999,2148508283.74,5.565943717956543,0.0,1,1.7317423820495605,0/0,1,通用设备
70,601857,中国石油,6.386861324310303,5.83,6.03,3004463760,944005713678.9401,1067012302766.08,0.32330912351608276,0.34423407912254333,1,2.3824691772460938,0/0,1,石油行业
71,688376,美埃科技,6.218905448913574,42.7,48.24,85628675,1317663885.3000002,5738880000.0,6.6079487800598145,0.0,1,2.2304487228393555,0/0,1,环保行业
72,301178,天亿马,6.197352886199951,35.3,39.89,293420592,1539039616.8,2328275040.0,19.4493350982666,0.0,1,1.633431077003479,0/0,1,软件开发
73,600986,浙文互联,6.164383411407471,6.2,6.42,751647872,8199038775.8,8199038819.2,9.255245208740234,-0.4815409481525421,1,3.175933837890625,0/0,1,文化传媒
74,002941,新疆交建,6.028833389282227,16.18,16.79,967616496,10355110589.32,10437021871.68,9.484901428222656,0.0,1,2.523881196975708,0/0,1,工程建设
75,002131,利欧股份,6.018518447875977,2.29,2.38,1017378736,13361131829.36,15468501672.960001,7.658390998840332,0.0,1,2.3230621814727783,0/0,1,互联网服
76,600619,海立股份,5.835962295532227,6.71,6.97,154122938,5295362894.58,7268804827.68,2.9459660053253174,0.0,1,3.1540770530700684,0/0,1,家电行业
77,000928,中钢国际,5.798816680908203,8.94,9.3,581148336,11452373432.34,11452582565.76,5.131129741668701,-0.11173184216022491,1,1.4880307912826538,0/0,1,工程咨询
78,002654,万润科技,5.7728118896484375,5.68,5.91,650716128,4340955279.2,4857115498.24,14.819127082824707,0.0,1,4.4443159103393555,0/0,1,文化传媒
79,300812,易天股份,5.612932205200195,23.52,26.72,368826304,1850739149.28,3288590602.08,20.09502601623535,0.0,1,1.4689675569534302,0/0,1,半导体
80,300674,宇信科技,5.590062141418457,18.7,21.25,765767216,13150907115.5,13297416809.6,5.837344169616699,0.0,1,1.534603238105774,0/0,1,互联网服
81,600506,香梨股份,5.502392292022705,13.23,13.79,193522025,1954161929.79,2540410496.82,9.984467506408691,0.0,1,1.8810150623321533,0/0,1,农牧饲渔
82,000028,国药一致,5.461191177368164,49.05,51.16,971120432,18037334306.25,20999628172.8,5.4674906730651855,0.06119951233267784,1,2.9200081825256348,2/1,1,医药商业
83,601618,中国中冶,5.4404144287109375,4.07,4.25,1372478448,72660160021.90001,84345129623.04001,1.9069857597351074,0.0,1,1.4205615520477295,0/0,1,工程建设
84,603855,华荣股份,5.388160228729248,29.73,31.03,118924418,10035629070.0,10035629307.84,1.20435631275177,0.43918919563293457,1,2.1619338989257812,0/0,1,专用设备
85,688229,博睿数据,5.3781514167785645,62.7,71.4,193543802,1320638814.0,2783880000.0,14.856534004211426,0.0,1,1.3341625928878784,0/0,1,互联网服
86,301045,天禄科技,5.3237409591674805,21.96,25.02,90293916,1260032650.56,2265269394.2400002,7.110493183135986,0.0,1,3.4934632778167725,0/0,1,光学光电
87,002268,电科网安,5.2646164894104,37.99,39.7,1945597872,31960364837.77,32134852337.920002,6.212131023406982,0.0263296477496624,1,1.1161465644836426,0/0,1,软件开发
88,300307,慈星股份,5.254515647888184,6.41,7.31,392752608,4947013951.27,5003272784.16,8.265241622924805,0.0,1,1.4283126592636108,0/0,1,专用设备
89,300130,新国都,5.179063320159912,19.09,21.78,894845760,7077431200.69,9633580959.84,12.55854606628418,0.0,1,1.0410429239273071,0/0,1,计算机设
90,002275,桂林三金,5.104712009429932,16.06,16.81,278125232,8892228733.96,9436351844.48,3.115828037261963,0.1246882826089859,1,2.7087607383728027,0/0,1,中药
91,688246,嘉和美康,5.085562705993652,43.6,49.79,131763211,4361075437.6,6011459087.2,3.022129535675049,0.0,1,1.2720568180084229,0/0,1,医疗服务
92,300299,富春股份,4.99139404296875,6.1,6.97,277887200,3949141110.2,4216499876.7999997,7.1026530265808105,0.0,1,2.508568525314331,0/0,1,游戏
93,002396,星网锐捷,4.971898078918457,24.28,25.44,833741600,14162045149.84,14396332630.400002,5.930519104003906,-0.08230452984571457,1,2.2182037830352783,0/0,1,通信设备
94,603153,上海建科,4.956798553466797,23.08,24.19,939235920,1269400000.0,9459594280.32,72.59208679199219,-1.0715816020965576,0,10.819879531860352,5/4,2,工程咨询
95,002338,奥普光电,4.840335845947266,31.19,32.73,603595520,7485412860.0,7485600000.0,8.183940887451172,0.06416425853967667,1,1.1114555597305298,0/0,1,仪器仪表
96,002605,姚记科技,4.8051252365112305,19.63,20.6,309112240,6435355155.059999,8058929409.44,4.849702835083008,0.05096839740872383,1,1.1441773176193237,0/0,1,互联网服
97,601179,中国西电,4.587155818939209,5.7,6.0,1431099792,29217529406.4,29217529497.600002,4.952620506286621,0.0,1,2.6265077590942383,0/0,1,电网设备
98,601928,凤凰传媒,4.516806602478027,9.95,10.47,217824202,25321755000.0,25321755000.0,0.8770098090171814,1.1178861856460571,1,1.004379391670227,0/0,1,文化传媒
99,600271,航天信息,4.419889450073242,13.23,13.94,537997776,24513663760.74,24513663787.2,2.2020440101623535,-0.15094339847564697,1,1.392429232597351,0/0,1,互联网服
100,688168,安博通,4.3818464279174805,46.69,53.68,83978896,3352883604.0,3553151394.52,2.5217626094818115,0.0,1,1.2668147087097168,0/0,1,软件开发
101,300182,捷成股份,4.293381214141846,5.83,6.71,1592575600,12822329297.91,15268571780.0,12.483736038208008,0.0,1,1.5057859420776367,0/0,1,文化传媒
102,600588,用友网络,4.286770343780518,28.22,29.77,2702275328,96424158628.01999,96890690228.8,2.821558952331543,0.0,1,1.9554979801177979,0/0,1,软件开发
103,600028,中国石化,4.220183372497559,5.68,6.0,1987706144,540255875541.27997,681011597803.52,0.36969155073165894,-0.17574693262577057,1,1.2943390607833862,0/0,1,石油行业
104,601800,中国交建,4.217926025390625,11.86,12.52,1577321568,139322212140.5,191725336729.59998,1.1415053606033325,0.0,1,0.9627443552017212,0/0,1,工程建设
105,002409,雅克科技,4.154247283935547,55.91,59.05,758412384,17808564852.27,26609116588.8,4.303074836730957,0.0,1,1.295006275177002,0/0,1,半导体
106,300287,飞利信,4.146341800689697,4.27,4.92,358649168,5483785579.86,6128619160.16,6.5626020431518555,0.0,1,1.4448827505111694,0/0,1,互联网服
107,000032,深桑达Ａ,4.030874729156494,36.39,38.48,1715245440,23462955082.29,41410336452.48,7.480037212371826,-0.02747252956032753,1,0.7969021201133728,0/0,1,通信设备
108,002439,启明星辰,4.023494720458984,35.42,37.46,756990816,25658692025.120003,33741217245.120003,2.9916348457336426,-0.3937007784843445,1,1.2241836786270142,0/0,1,软件开发
109,600637,东方明珠,4.0110650062561035,7.52,7.95,346360224,25677041511.519997,25677041564.16,1.3639813661575317,-0.13280212879180908,1,2.5734915733337402,0/0,1,文化传媒
110,002811,郑中设计,3.9751551151275635,8.37,8.86,58877578,2068976709.2699997,2276998503.8399997,2.8269994258880615,-0.11933174729347229,1,4.15134859085083,0/0,1,装修装饰
111,601226,华电重工,3.9520957469940186,8.68,9.19,460706704,10025400000.0,10126608800.0,4.532171249389648,0.0,1,1.8116638660430908,0/0,1,工程机械
112,300971,博亚精工,3.894080877304077,26.68,30.82,253281602,1477538400.0,2241120000.0,17.282304763793945,0.0,1,2.5922837257385254,0/0,1,通用设备
113,000713,丰乐种业,3.8894574642181396,10.15,10.75,813842560,6232252047.0,6232252006.400001,13.139204025268555,0.09861932694911957,1,1.3573566675186157,0/0,1,农牧饲渔
114,603881,数据港,3.7567083835601807,34.8,36.89,767712928,11446666455.599998,11446666560.0,6.723536014556885,0.028743891045451164,1,0.9552531242370605,0/0,1,互联网服
115,300063,天龙集团,3.7037036418914795,4.48,5.18,302282240,2776498816.0000005,3377794344.9600005,10.956100463867188,0.0,1,1.8574974536895752,0/0,1,文化传媒
116,600639,浦东金桥,3.5528595447540283,11.95,12.69,157479684,10160328600.849998,13412834107.199999,1.5410280227661133,-0.16708438098430634,1,4.046226501464844,0/0,1,房地产开
117,600060,海信视像,3.3948779106140137,17.36,18.47,284141392,22378450013.92,22700842608.64,1.2734416723251343,0.0,1,1.6065253019332886,0/0,1,家电行业
118,688002,睿创微纳,3.3388984203338623,49.52,57.5,331810208,22087096100.0,22087095802.88,1.5074410438537598,0.0,1,1.4940836429595947,0/0,1,半导体
119,601678,滨化股份,3.3333334922790527,5.89,6.27,479435792,12121833665.64,12121833642.08,3.935396909713745,0.0,1,2.3887405395507812,0/0,1,化学原料
120,600483,福能股份,3.3182506561279297,13.7,14.59,247304728,23920584970.0,26777596067.199997,1.0358623266220093,0.219458669424057,1,1.5980240106582642,0/0,1,电力行业
121,605056,咸亨国际,3.2520322799682617,13.97,14.88,61271768,2183019605.25,5736640800.0,2.9020395278930664,0.0716332420706749,1,2.774772882461548,0/0,1,仪器仪表
122,688199,久日新材,3.22580623626709,37.12,43.15,134763142,3266946196.4799995,4128738815.9999995,4.149916172027588,0.0,1,1.4372323751449585,0/0,1,化学制品
123,600475,华光环能,3.190661668777466,13.26,14.14,497370608,12291734512.199999,12516035500.8,4.088691711425781,0.22675737738609314,1,2.247762680053711,0/0,1,电源设备
124,601727,上海电气,3.189065933227539,4.53,4.83,399251744,57328631726.76,70576534878.72,0.693238377571106,-0.22026431560516357,1,1.865824580192566,0/0,1,电源设备
125,688151,华强科技,3.080568552017212,21.75,25.32,42030081,2165582554.5,7492875000.0,1.9489747285842896,0.0,1,1.3205928802490234,0/0,1,专用设备
126,600360,华微电子,3.0136985778808594,7.52,8.03,370132960,7221420686.08,7221420746.24,5.164154052734375,0.2666666507720947,1,1.9232209920883179,0/0,1,半导体
127,601019,山东出版,2.9329609870910645,7.37,7.88,109965706,15380453000.0,15380453000.0,0.7166843414306641,-0.13550135493278503,1,1.7942126989364624,0/0,1,文化传媒
128,600633,浙数文化,2.854424238204956,10.81,11.56,649661184,13682546953.630001,13682547007.68,4.741299629211426,-0.18467220664024353,1,1.358569622039795,0/0,1,游戏
129,601900,南方传媒,2.6666667461395264,9.24,9.9,43826094,8277899469.84,8277899414.400001,0.5318129062652588,0.10834236443042755,1,1.3318551778793335,0/0,1,文化传媒
130,601068,中铝国际,2.550091028213501,5.63,6.04,429242016,14410495455.21,16659545363.36,3.005484104156494,0.0,1,2.069622039794922,0/0,1,工程建设
131,601390,中国中铁,2.536715507507324,7.68,8.24,2565132912,156391981693.44,190096866017.28,1.6378263235092163,-0.1300390064716339,1,1.0437573194503784,0/0,1,工程建设
132,601668,中国建筑,2.4671053886413574,6.23,6.69,3309905456,257426032466.12003,261251516144.64,1.2866872549057007,-0.3199999928474426,1,1.5287058353424072,0/0,1,工程建设
133,300451,创业慧康,2.4316110610961914,10.11,11.84,380296880,13722711727.08,15663779842.56,2.787656545639038,0.0,1,1.3223471641540527,0/0,1,软件开发
134,300418,昆仑万维,2.401500940322876,27.29,31.98,3949757568,29461887203.399998,32426488432.16,13.352370262145996,0.0,1,1.5500471591949463,0/0,1,互联网服
135,300235,方直科技,2.3591089248657227,15.62,18.31,489681904,2097418642.4399998,2621521625.7999997,23.37705421447754,0.0,1,1.0378344058990479,0/0,1,软件开发
136,603058,永吉股份,2.3282887935638428,8.79,9.45,38919204,3652932747.18,3683725857.5999994,1.0628689527511597,0.1138952225446701,1,1.3801294565200806,0/0,1,造纸印刷
137,000156,华数传媒,2.2919180393218994,8.48,9.12,81309751,13271667341.28,15712867159.04,0.6122996807098389,0.0,1,1.4033480882644653,0/0,1,文化传媒
138,001207,联科科技,2.243211269378662,17.32,18.63,112048669,1114685565.48,3184455200.0,9.939765930175781,-0.057703401893377304,1,0.962152898311615,0/0,1,橡胶制品
139,603061,金海通,2.167725086212158,139.98,150.71,641591968,2099699999.9999998,8398799999.999999,31.005725860595703,0.1287553757429123,0,0.7042706608772278,11/6,2,半导体
140,000555,神州信息,2.14626407623291,12.85,13.84,191882432,12592473959.55,12639950199.199999,1.5190852880477905,-0.23291926085948944,1,1.3444186449050903,0/0,1,互联网服
141,002061,浙江交科,2.138157844543457,6.21,6.69,312785536,11529033117.12,11529033117.12,2.708871603012085,0.16129031777381897,1,1.4027544260025024,0/0,1,工程建设
142,000543,皖能电力,2.0618555545806885,4.95,5.34,273699104,11220973488.45,11220973473.6,2.4215586185455322,0.0,1,1.5715762376785278,0/0,1,电力行业
143,605277,新亚电子,2.052135467529297,18.4,19.83,281404304,1438957979.1999998,3552394454.3999996,19.43956756591797,0.05437738075852394,1,6.119034767150879,2/1,1,消费电子
144,603533,掌阅科技,2.030456781387329,20.1,21.67,204839709,8821826383.5,8821826323.2,2.3272461891174316,0.04977600648999214,1,1.8542377948760986,0/0,1,文化传媒
145,688009,中国通号,2.0072991847991943,5.59,6.58,209508925,48191490620.0,59197088970.24,0.4344511032104492,0.0,1,1.4719023704528809,0/0,1,交运设备
146,601188,龙江交通,1.9662922620773315,3.63,3.92,94385558,4776639212.73,4776639230.88,1.9707378149032593,-0.2747252881526947,1,1.2361427545547485,0/0,1,铁路公路
147,300823,建科机械,1.9597457647323608,19.25,22.66,142882200,734859721.75,1801012501.75,19.316282272338867,0.0,1,2.120485782623291,0/0,1,专用设备
148,601186,中国铁建,1.8672200441360474,9.82,10.6,2779744608,112961870810.0,133351097569.28,2.4533653259277344,0.0,1,1.3291361331939697,0/0,1,工程建设
149,601098,中南传媒,1.8298261165618896,11.13,12.02,129023194,19989480000.0,19989480000.0,0.6435470581054688,-0.35810205340385437,1,1.4839985370635986,0/0,1,文化传媒
150,002373,千方科技,1.8166804313659668,12.33,13.32,331124832,16935348720.33,19483720604.64,1.959428310394287,-0.08103727549314499,1,0.7714181542396545,0/0,1,互联网服
151,600512,腾达建设,1.7921147346496582,2.84,3.07,83108278,4540884042.88,4540884042.88,1.8219306468963623,0.0,1,1.5497992038726807,0/0,1,工程建设
152,600125,铁龙物流,1.7331023216247559,5.87,6.35,178036996,7663413400.38,7663413388.64,2.322178363800049,0.170648455619812,1,1.6154398918151855,0/0,1,物流行业
153,600350,山东高速,1.5847859382629395,6.41,6.94,58511053,30942431695.53,30942432407.04,0.18922032415866852,0.3129890561103821,1,1.0928750038146973,0/0,1,铁路公路
154,688505,复旦张江,1.5657620429992676,9.73,11.5,46937300,2613887613.54,10012170000.0,1.7926654815673828,0.0,1,1.4854811429977417,0/0,1,化学制药
155,600959,江苏有线,1.5479875802993774,3.28,3.55,145527247,16402354010.08,16402353623.039999,0.8878483772277832,0.30581042170524597,1,1.3020055294036865,0/0,1,文化传媒
156,603169,兰石重装,1.5449438095092773,7.23,7.83,365718768,9444489699.54,9444489656.16,3.876924991607666,0.0,1,1.0794472694396973,0/0,1,专用设备
157,601921,浙版传媒,1.5286624431610107,7.97,8.64,43431261,3365109037.14,17711111125.28,1.2937692403793335,0.12562814354896545,1,1.7394617795944214,0/0,1,文化传媒
158,600970,中材国际,1.4196983575820923,11.43,12.4,494416672,19917899631.989998,30089591311.68,2.4742469787597656,0.08756567537784576,1,1.1847467422485352,0/0,1,工程建设
159,600820,隧道股份,1.36286199092865,5.95,6.46,217490212,18707371759.3,18707371771.2,1.1667838096618652,0.16835016012191772,1,1.3524876832962036,0/0,1,工程建设
160,600279,重庆港,1.3574661016464233,4.48,4.86,31633725,3897260371.2000003,5317160970.240001,0.8129846453666687,-0.22271715104579926,1,1.268226981163025,0/0,1,航运港口
161,601985,中国核电,1.3473052978515625,6.77,7.35,859089488,127617219894.89,127617220131.84,0.6715080738067627,0.14792899787425995,1,0.9448128342628479,0/0,1,电力行业
162,001872,招商港口,1.227390170097351,15.67,17.03,57267043,27304489903.81,39160499859.52,0.20770297944545746,-0.1274697184562683,1,1.7865002155303955,0/0,1,航运港口
163,601658,邮储银行,1.2269937992095947,4.95,5.38,1172107952,55808584019.1,457300647936.0,2.1022887229919434,0.2024291604757309,1,1.3499501943588257,0/0,1,银行
164,600269,赣粤高速,1.1080331802368164,3.65,3.97,63401802,8524235601.099999,8524235579.2,0.7465559840202332,0.0,1,0.9571495056152344,0/0,1,铁路公路
165,300624,万兴科技,1.1066398620605469,70.35,83.5,1848620064,7917831225.15,9138468447.15,22.735254287719727,0.0,1,1.1992042064666748,0/0,1,软件开发
166,002152,广电运通,1.063829779624939,11.4,12.41,497808224,28296295828.2,28310565014.4,1.7532613277435303,0.0,1,1.1937155723571777,0/0,1,计算机设
167,688425,铁建重工,1.0398613214492798,5.83,6.92,404039040,8413353424.85,31094288023.04,4.759078025817871,0.0,1,0.8013920187950134,0/0,1,工程机械
168,300469,信息发展,0.9720535278320312,16.62,19.75,89284240,3126319343.34,3409349949.1200004,2.841226816177368,0.0,1,1.0785831212997437,0/0,1,软件开发
169,688319,欧林生物,0.9178522229194641,21.99,26.15,106256852,6290348350.5,8911777525.92,1.6826913356781006,0.0,1,1.6280156373977661,0/0,1,生物制品
