序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率
21,301305,朗坤环境,21.95,-0.54,-0.12,32559,71606995.12,1.27,22.2,21.92,21.99,22.07,0.69,5.82,31.54,1.61
22,688458,美芯晟,87.46,-2.5,-2.24,8789,77568327.0,4.06,90.66,87.02,89.09,89.7,0.63,4.87,-387.64,3.42
23,001324,长青科技,22.95,4.08,0.9,53155,120265233.61,5.8,23.16,21.88,21.88,22.05,0.85,15.72,60.96,3.0
24,688581,安杰思,123.35,0.37,0.45,3766,46870613.0,3.89,126.0,121.22,122.6,122.9,0.49,2.92,52.14,3.45
25,688361,中科飞测-U,80.82,-2.18,-1.8,37024,302968046.0,5.85,84.63,79.8,82.1,82.62,0.79,6.18,206.13,11.24
26,301428,世纪恒通,40.45,-1.27,-0.52,39308,161268943.8,4.05,41.98,40.32,41.6,40.97,0.8,16.8,56.12,3.4
27,688552,航天南湖,25.37,-0.51,-0.13,46627,119000044.0,2.47,25.85,25.22,25.38,25.5,0.8,6.09,-125.27,3.29
28,301332,德尔玛,14.4,-0.28,-0.04,148162,213438825.49,3.6,14.68,14.16,14.37,14.44,1.39,17.53,71.52,2.46
29,301382,蜂助手,42.6,0.38,0.16,53299,224865979.49,2.38,42.71,41.7,42.32,42.44,0.76,14.73,61.44,4.6
30,688512,慧智微-U,23.46,-4.24,-1.04,66015,156114341.0,5.22,24.49,23.21,24.47,24.5,0.83,13.62,-40.46,4.38
31,001380,华纬科技,29.17,3.96,1.11,57724,166306844.19,5.67,29.5,27.91,28.0,28.06,1.52,18.28,34.63,2.67
32,301325,曼恩斯特,106.61,7.25,7.21,34184,356660705.93,9.54,107.5,98.02,99.01,99.4,1.52,13.79,47.55,4.71
33,688479,友车科技,33.97,-0.15,-0.05,30223,103137977.0,4.09,34.98,33.59,33.7,34.02,0.55,9.29,33.76,2.7
34,688469,中芯集成-U,5.86,0.0,0.0,352597,206416213.0,1.02,5.89,5.83,5.86,5.86,0.74,3.39,-20.59,3.34
35,603172,万丰股份,17.11,0.23,0.04,18523,31543297.0,1.52,17.14,16.88,17.01,17.07,0.65,5.66,37.09,2.26
36,301390,经纬股份,46.28,0.61,0.28,27588,128346451.09,4.02,47.5,45.65,46.03,46.0,0.54,18.39,-1206.6,3.11
37,688249,晶合集成,19.26,0.0,0.0,113108,218274115.0,1.61,19.46,19.15,19.38,19.26,0.81,3.24,-29.22,1.72
38,301293,三博脑科,101.14,3.39,3.32,109899,1091410471.33,10.92,104.86,94.18,97.0,97.82,1.24,32.21,161.65,7.0
39,301360,荣旗科技,86.51,-3.45,-3.09,21011,184539501.87,5.39,90.63,85.8,88.88,89.6,0.84,17.56,-177.71,4.24
40,688478,晶升股份,47.25,-4.35,-2.15,40853,196117211.0,4.7,49.42,47.1,49.42,49.4,0.78,14.29,670.02,4.24
41,301307,美利信,34.11,6.49,2.08,121320,410794041.28,9.9,35.07,31.9,32.28,32.03,1.68,25.84,32.27,2.26
42,688146,中船特气,43.8,-0.84,-0.37,27215,119457227.0,1.81,44.38,43.58,43.83,44.17,0.7,4.61,67.96,4.48
43,688352,颀中科技,14.75,-2.45,-0.37,87142,129917982.0,3.24,15.22,14.73,15.1,15.12,0.81,5.76,143.23,3.2
44,603137,恒尚节能,19.61,-0.1,-0.02,13117,25624341.0,1.07,19.63,19.42,19.6,19.63,0.41,4.1,9.82,2.37
45,688539,高华科技,40.51,0.65,0.26,13735,55776413.0,4.57,41.44,39.6,40.2,40.25,1.09,4.87,93.6,3.19
46,688507,索辰科技,205.8,2.39,4.8,8568,181350090.0,7.65,219.88,204.51,206.0,201.0,2.14,9.44,-108.99,3.02
47,301387,光大同创,48.22,0.58,0.28,16069,76751389.16,2.82,48.36,47.01,47.6,47.94,0.57,9.64,36.05,2.32
48,301357,北方长龙,47.72,0.06,0.03,11864,56698111.25,2.33,48.31,47.2,47.4,47.69,0.82,7.36,45.67,2.83
49,688433,华曙高科,30.76,0.26,0.08,25169,77908605.0,4.04,31.59,30.35,30.99,30.68,0.62,7.28,155.67,7.03
50,301429,森泰股份,22.78,-2.94,-0.69,29875,68769942.69,3.28,23.5,22.73,23.5,23.47,0.8,10.66,40.11,2.05
51,603135,中重科技,19.39,3.41,0.64,99271,190788784.0,4.43,19.45,18.62,18.68,18.75,2.69,11.37,44.07,1.93
52,603125,常青科技,29.55,0.75,0.22,19795,58246905.0,1.43,29.58,29.16,29.39,29.33,0.7,4.2,30.74,2.85
53,601133,柏诚股份,16.59,0.42,0.07,129818,218454362.0,3.69,17.17,16.56,16.71,16.52,0.78,10.3,53.63,3.31
54,601065,江盐集团,13.02,-0.69,-0.09,674768,905554763.0,8.31,13.98,12.89,13.77,13.11,3.74,43.48,14.97,2.23
55,601061,中信金属,9.19,-1.39,-0.13,330744,302868317.0,1.93,9.28,9.1,9.27,9.32,0.96,6.8,20.74,2.17
56,001367,海森药业,47.18,1.4,0.65,8137,38149606.06,1.46,47.18,46.5,46.55,46.53,0.71,4.88,32.09,2.74
57,001360,南矿集团,17.55,1.04,0.18,20835,36413671.55,2.25,17.65,17.26,17.34,17.37,0.65,4.17,60.69,2.77
58,001328,登康口腔,34.71,-1.84,-0.65,43294,150899940.47,1.44,35.18,34.67,35.04,35.36,0.69,10.26,46.28,2.68
59,001287,中电港,32.52,-3.44,-1.16,415361,1370664544.37,5.05,33.95,32.25,33.22,33.68,0.56,22.54,86.81,5.1
60,001286,陕西能源,10.72,1.13,0.12,378540,403381457.99,1.89,10.74,10.54,10.64,10.6,1.24,5.2,11.74,1.87
61,688484,南芯科技,43.45,-1.25,-0.55,26625,116695559.0,2.5,44.5,43.4,44.07,44.0,0.67,4.86,148.6,3.14
62,688535,华海诚科,62.7,-3.48,-2.26,16553,105341122.0,5.7,66.0,62.3,65.65,64.96,0.77,10.07,304.35,3.05
63,688343,云天励飞-U,75.45,-2.37,-1.83,73686,565522677.0,4.31,78.78,75.45,77.12,77.28,0.66,9.89,-74.2,3.27
64,301281,科源制药,26.43,-0.83,-0.22,11459,30245197.77,1.43,26.64,26.26,26.43,26.65,0.95,4.46,22.3,1.4
65,301203,国泰环保,35.1,0.03,0.01,3685,12911637.57,1.31,35.34,34.88,35.06,35.09,1.19,2.16,22.75,1.29
66,301141,中科磁业,40.04,2.33,0.91,23766,94190318.28,4.22,40.26,38.61,38.95,39.13,0.93,11.72,67.7,1.72
67,688531,XD日联科,155.57,1.23,1.89,4264,66319275.0,2.85,157.01,152.63,153.68,153.68,0.72,2.45,219.59,3.91
68,603162,海通发展,17.59,2.27,0.39,15541,27076369.0,3.9,17.77,17.1,17.1,17.2,1.86,2.54,35.0,3.1
69,600925,苏能股份,6.11,-0.16,-0.01,117334,71526559.0,0.65,6.12,6.08,6.12,6.12,0.91,1.7,12.23,2.66
70,301386,未来电器,25.45,-0.12,-0.03,25536,64539918.8,1.73,25.49,25.05,25.24,25.48,0.71,7.69,55.74,2.39
71,301314,科瑞思,53.58,2.53,1.32,22935,124016084.54,5.97,55.3,52.18,52.18,52.26,1.96,16.6,42.75,2.89
72,603291,联合水务,13.91,-1.28,-0.18,65407,90804362.0,1.92,14.09,13.82,14.09,14.09,0.78,15.45,86.16,3.77
73,603065,宿迁联盛,15.3,3.87,0.57,55176,84404597.0,6.99,15.71,14.68,14.7,14.73,3.35,13.17,35.7,3.11
74,301345,涛涛车业,50.07,-0.04,-0.02,8815,44165592.29,1.08,50.34,49.8,50.03,50.09,1.23,3.68,39.25,2.04
75,301378,通达海,71.12,-3.12,-2.29,12474,89848283.62,5.14,74.68,70.91,74.68,73.41,0.6,7.23,221.11,3.53
76,301246,宏源药业,32.21,0.88,0.28,9093,29111902.87,1.41,32.25,31.8,31.95,31.93,1.33,2.05,49.75,2.97
77,301439,泓淋电力,18.72,2.91,0.53,73601,136152510.46,3.96,18.84,18.12,18.14,18.19,1.13,7.98,44.3,2.76
78,603073,彩蝶实业,19.99,1.47,0.29,29608,59138332.0,2.99,20.25,19.66,19.92,19.7,0.77,10.21,32.67,1.93
79,603282,亚光股份,33.8,1.87,0.62,17878,60146178.0,4.07,34.18,32.83,33.24,33.18,1.03,5.34,27.58,3.99
80,603153,上海建科,18.41,-0.05,-0.01,35420,65015754.0,1.41,18.51,18.25,18.39,18.42,0.46,6.44,95.63,2.32
81,001368,通达创智,24.68,-0.4,-0.1,10801,26725764.25,1.05,24.89,24.63,24.76,24.78,0.76,3.86,22.31,2.07
82,601121,宝地矿业,7.88,0.64,0.05,66401,51934908.0,1.28,7.88,7.78,7.85,7.83,1.01,3.32,50.38,2.12
83,688502,茂莱光学,167.45,-3.99,-6.96,10396,178490317.0,6.28,177.96,167.0,174.41,174.41,1.68,8.62,158.19,7.66
84,301157,华塑科技,59.84,3.62,2.09,35982,216359985.15,5.18,61.5,58.51,58.88,57.75,1.35,25.29,200.18,3.5
85,001278,一彬科技,22.25,-0.67,-0.15,25462,56501094.77,2.68,22.46,21.86,22.19,22.4,0.62,8.23,36.47,2.27
86,001366,播恩集团,16.32,-1.81,-0.3,43872,71664409.98,2.35,16.62,16.23,16.48,16.62,0.68,10.87,35.39,3.16
87,301322,绿通科技,66.26,11.46,6.81,42777,271271384.51,17.65,68.39,57.9,59.38,59.45,2.47,17.19,28.85,2.49
88,603061,金海通,120.58,-6.24,-8.02,29138,359432989.0,7.78,129.5,119.5,128.26,128.6,1.46,19.43,56.71,5.31
89,001337,四川黄金,32.12,-2.64,-0.87,98785,315501442.04,2.67,32.5,31.62,32.5,32.99,1.44,16.46,54.52,11.15
90,688522,纳睿雷达,52.47,0.88,0.46,12882,68036046.0,2.83,53.57,52.1,52.88,52.01,1.12,3.6,239.24,3.76
91,301408,华人健康,17.41,-1.08,-0.19,21819,38001187.96,2.16,17.68,17.3,17.58,17.6,1.22,3.87,59.05,3.75
92,001311,多利科技,63.04,0.1,0.06,30520,193651001.85,5.72,65.2,61.6,62.85,62.98,0.63,6.64,27.17,2.97
93,001225,和泰机电,45.17,0.8,0.36,2179,9805099.0,1.07,45.18,44.7,44.98,44.81,0.81,1.35,23.28,2.14
94,688486,龙迅股份,113.72,4.16,4.54,17090,198512971.0,12.96,123.15,109.0,109.34,109.18,1.96,11.49,269.76,5.91
95,301303,真兰仪表,22.4,0.99,0.22,11818,26365707.12,1.08,22.41,22.17,22.19,22.18,0.85,1.71,33.03,2.32
96,603190,亚通精工,30.98,-1.4,-0.44,37321,116061784.0,2.77,31.68,30.81,31.43,31.42,0.82,12.44,17.03,1.86
97,688307,中润光学,31.07,-0.83,-0.26,7625,23776861.0,2.04,31.63,30.99,31.3,31.33,0.87,4.18,-721.46,3.43
98,603307,扬州金泉,49.4,0.82,0.4,4182,20548431.0,1.94,49.45,48.5,49.3,49.0,0.7,2.5,14.08,2.78
99,001260,坤泰股份,21.8,0.09,0.02,15391,33711743.49,2.16,22.18,21.71,21.95,21.78,0.63,5.35,67.16,3.43
100,001314,亿道信息,46.2,-1.6,-0.75,65146,305078756.29,3.02,47.6,46.18,46.94,46.95,0.47,18.55,63.13,3.31
101,688515,裕太微-U,165.69,6.88,10.66,32972,557125479.0,13.75,178.8,157.48,158.37,155.03,2.68,18.1,-123.05,6.84
102,301419,阿莱德,41.92,-0.97,-0.41,92041,396528711.25,7.56,44.8,41.6,41.66,42.33,1.46,38.82,102.19,4.63
103,301358,湖南裕能,42.39,4.0,1.63,52007,217203679.17,4.29,42.5,40.75,40.75,40.76,1.98,4.18,28.54,3.22
104,301373,凌玮科技,31.97,0.6,0.19,5418,17250686.07,1.45,32.0,31.54,31.62,31.78,1.2,2.15,34.64,2.42
105,301260,格力博,22.85,1.56,0.35,46545,105767452.62,2.31,22.88,22.36,22.55,22.5,0.98,4.08,31.75,2.2
106,601059,信达证券,15.1,1.89,0.28,391085,587543345.0,3.64,15.29,14.75,14.84,14.82,1.44,12.06,56.7,2.95
107,603281,江瀚新材,31.38,0.67,0.21,10141,31751960.0,1.09,31.44,31.1,31.17,31.17,0.69,1.09,18.97,2.74
108,603173,福斯达,28.39,0.53,0.15,6972,19731987.0,1.52,28.48,28.05,28.2,28.24,0.92,1.74,32.22,3.51
109,688435,英方软件,86.15,-9.31,-8.84,35367,305258481.0,16.81,96.0,80.03,96.0,94.99,4.67,20.08,-485.6,6.41
110,301317,鑫磊股份,28.09,-1.95,-0.56,33009,94588475.64,5.62,29.58,27.97,28.9,28.65,0.57,8.86,61.95,4.11
111,688485,九州一轨,15.49,0.06,0.01,8023,12402347.0,2.2,15.66,15.32,15.56,15.48,2.22,2.51,-39.67,1.78
112,688506,百利天恒-U,73.6,1.53,1.11,5197,38055941.0,3.46,74.49,71.98,72.33,72.49,0.54,1.57,-44.23,38.64
113,688525,佰维存储,92.86,-5.84,-5.76,91920,898762723.0,9.88,102.6,92.86,98.6,98.62,0.95,26.42,-79.28,17.41
114,301297,富乐德,23.53,-3.96,-0.97,109040,262895442.75,5.67,24.89,23.5,24.4,24.5,1.13,14.58,113.31,5.77
115,301105,鸿铭股份,36.08,-0.33,-0.12,1193,4300543.44,1.1,36.28,35.88,36.28,36.2,0.62,0.95,337.03,1.97
116,688496,清越科技,21.18,1.68,0.35,70749,147054432.0,4.32,21.18,20.28,20.9,20.83,0.41,8.25,567.04,7.63
117,688475,萤石网络,47.92,-3.79,-1.89,32578,157929672.0,6.56,50.51,47.24,49.45,49.81,1.03,3.69,73.91,5.63
118,001301,尚太科技,65.86,4.72,2.97,25804,167413141.67,6.17,66.45,62.57,62.7,62.89,1.21,3.97,18.56,3.31
119,301301,川宁生物,9.21,0.33,0.03,62103,57141842.3,0.98,9.24,9.15,9.18,9.18,0.67,2.97,29.17,3.32
120,301255,通力科技,31.18,20.02,5.2,77515,233437121.02,17.94,31.18,26.52,26.52,25.98,3.2,28.5,48.77,3.47
121,688410,山外山,56.0,-1.13,-0.64,16126,90136912.0,3.28,56.79,54.93,55.78,56.64,0.69,4.65,27.17,5.1
122,301280,珠城科技,34.79,-0.94,-0.33,8738,30557667.02,1.85,35.38,34.73,35.08,35.12,0.75,3.77,24.5,2.09
123,688147,微导纳米,51.0,-2.43,-1.27,12429,63745967.0,4.34,52.55,50.28,52.26,52.27,0.81,3.1,-5320.5,11.81
124,688141,杰华特,41.27,-4.91,-2.13,30113,125873148.0,5.53,43.2,40.8,42.88,43.4,1.25,6.09,-80.7,5.97
125,601136,首创证券,15.43,4.19,0.62,520675,790627839.0,9.18,15.98,14.62,14.71,14.81,1.09,19.05,59.94,3.43
126,688498,源杰科技,281.6,0.0,0.01,37530,1061887795.0,7.7,295.68,274.01,277.0,281.59,1.32,21.16,504.22,11.34
127,688172,燕东微,23.83,-3.05,-0.75,138497,339342473.0,6.1,25.29,23.79,24.38,24.58,1.76,11.58,80.17,1.98
128,301265,华新环保,11.66,0.52,0.06,14771,17165765.19,1.03,11.68,11.56,11.62,11.6,0.34,2.06,31.83,1.78
129,301398,星源卓镁,36.88,3.22,1.15,28137,102358644.27,5.21,36.89,35.03,35.7,35.73,1.28,14.6,43.54,2.9
130,301368,丰立智能,58.32,6.11,3.36,162168,944213092.8,13.9,61.64,54.0,54.2,54.96,2.25,53.88,218.44,7.23
131,688143,长盈通,40.4,-0.37,-0.15,4366,17848405.0,3.8,41.65,40.11,40.87,40.55,0.94,2.12,-112.43,3.06
132,001223,欧克科技,79.75,1.08,0.85,13866,108459056.0,4.99,80.3,76.36,78.7,78.9,0.94,8.31,45.13,2.95
133,688503,聚和材料,85.8,9.59,7.51,35551,301363202.0,10.56,86.57,78.3,78.35,78.29,2.11,9.37,28.68,3.08
134,688420,美腾科技,39.71,0.53,0.21,5114,20383185.0,2.76,40.29,39.2,39.75,39.5,0.77,2.32,174.81,2.47
135,688084,晶品特装,70.52,-0.27,-0.19,3231,22851078.0,2.94,71.86,69.78,70.06,70.71,0.58,1.77,-128.18,3.17
136,601022,宁波远洋,10.52,-1.22,-0.13,34257,36059601.0,1.6,10.64,10.47,10.62,10.65,0.85,2.62,21.93,2.69
137,001333,光华股份,25.08,0.64,0.16,3409,8538641.55,1.04,25.15,24.89,24.89,24.92,0.67,1.07,32.74,2.14
138,001256,炜冈科技,18.04,0.06,0.01,5198,9374641.48,0.83,18.15,18.0,18.03,18.03,0.69,1.46,34.49,2.46
139,688489,三未信安,64.79,-2.94,-1.96,22735,148432780.0,4.66,67.4,64.29,66.6,66.75,1.67,8.99,-487.58,3.99
140,301391,卡莱特,118.89,-3.62,-4.47,6290,75271663.86,6.02,124.43,117.0,123.2,123.36,0.71,3.94,69.14,4.01
141,301311,昆船智能,25.5,-3.0,-0.79,139512,359115410.47,3.23,26.25,25.4,25.81,26.29,0.88,23.25,238.41,3.44
142,301290,东星医疗,32.23,-2.45,-0.81,11590,37224728.5,3.6,32.82,31.63,32.82,33.04,2.62,4.84,44.86,1.5
143,688480,赛恩斯,30.52,-1.04,-0.32,6176,18802335.0,3.34,31.03,30.0,30.58,30.84,0.68,3.05,53.99,3.43
144,301377,鼎泰高科,22.66,-2.87,-0.67,58363,133732776.45,4.03,23.54,22.6,23.25,23.33,0.65,11.67,34.03,4.17
145,301365,矩阵股份,17.26,1.17,0.2,34725,59551502.59,2.87,17.35,16.86,16.95,17.06,0.46,7.72,49.32,1.82
146,301165,锐捷网络,57.77,-2.6,-1.54,106119,630454773.9,6.98,61.77,57.63,58.65,59.31,1.26,17.27,68.73,8.27
147,688376,美埃科技,38.4,-2.98,-1.18,9749,37913330.0,4.55,40.0,38.2,39.91,39.58,0.7,3.02,38.44,3.45
148,603130,云中马,22.41,-0.75,-0.17,9247,20706897.0,1.15,22.58,22.32,22.58,22.58,0.57,2.64,40.87,2.54
149,301335,天元宠物,24.58,-0.93,-0.23,5855,14383742.9,1.69,24.88,24.46,24.83,24.81,1.38,1.86,56.98,1.65
150,688362,甬矽电子,36.74,-3.24,-1.23,25832,96642136.0,4.64,38.5,36.74,38.0,37.97,0.81,5.38,-75.08,5.98
151,301361,众智科技,27.98,2.94,0.8,52150,144718011.39,4.49,28.1,26.88,27.22,27.18,0.87,17.93,52.03,3.18
152,301277,新天地,20.08,0.0,0.0,18844,37661622.52,1.64,20.17,19.84,20.12,20.08,0.6,3.77,21.49,3.01
153,001338,永顺泰,19.68,-5.11,-1.06,297006,589196964.63,4.82,20.43,19.43,20.18,20.74,0.95,23.68,70.43,3.05
154,301356,天振股份,22.51,-0.09,-0.02,8000,17963992.09,1.11,22.58,22.33,22.4,22.53,0.82,1.48,25.49,1.46
155,301396,宏景科技,35.5,-1.58,-0.57,29676,105987771.01,2.41,36.26,35.39,36.15,36.07,0.52,10.83,412.02,3.12
156,688432,有研硅,16.03,-2.79,-0.46,102659,166351954.0,3.34,16.56,16.01,16.44,16.49,1.18,6.86,64.74,4.93
157,301388,欣灵电气,27.28,4.28,1.12,50063,133428454.36,5.47,27.3,25.87,26.09,26.16,1.9,19.55,35.54,2.89
158,301359,东南电子,28.03,-4.98,-1.47,113155,315826983.18,10.71,29.88,26.72,26.72,29.5,2.06,52.73,73.07,2.92
159,603280,南方路机,24.08,0.96,0.23,14144,34001743.0,2.47,24.33,23.74,23.75,23.85,0.8,5.22,83.7,2.29
160,688419,耐科装备,43.08,0.02,0.01,25225,109853393.0,4.13,44.39,42.61,43.35,43.07,1.42,12.78,66.32,3.79
161,301267,华厦眼科,69.6,0.94,0.65,11502,79907644.06,2.92,70.33,68.32,68.88,68.95,0.56,1.92,64.84,7.41
162,301379,天山电子,27.88,-1.55,-0.44,12478,34961662.15,2.51,28.5,27.79,28.5,28.32,1.06,4.92,26.79,2.32
163,301367,怡和嘉业,161.85,-0.6,-0.97,8433,136466633.67,1.58,163.53,160.96,162.5,162.82,0.87,5.27,16.66,3.93
164,301230,泓博医药,59.7,1.58,0.93,25762,154094033.73,4.71,60.78,58.01,58.77,58.77,1.26,14.87,75.11,4.2
165,301389,隆扬电子,17.66,-0.39,-0.07,15136,26630984.98,1.18,17.71,17.5,17.61,17.73,0.91,2.14,65.02,2.33
166,001299,美能能源,15.4,0.85,0.13,14199,21768908.96,1.44,15.48,15.26,15.34,15.27,0.61,3.03,33.93,2.31
167,001298,好上好,25.0,-0.71,-0.18,26378,65988602.44,2.1,25.3,24.77,25.08,25.18,0.6,7.58,202.16,2.37
168,688152,麒麟信安,105.25,-1.63,-1.74,7957,83779482.0,3.66,107.52,103.6,106.53,106.99,1.69,4.51,-1565.61,6.4
169,688372,伟测科技,142.0,-1.18,-1.7,7120,102557160.0,4.87,148.2,141.2,144.8,143.7,0.66,3.8,113.37,5.15
170,688291,金橙子,31.0,2.92,0.88,22951,71897300.0,7.47,32.3,30.05,30.29,30.12,1.73,9.39,64.88,3.53
171,301223,中荣股份,18.69,0.11,0.02,5224,9752784.32,0.86,18.76,18.6,18.76,18.67,0.54,1.08,17.76,1.34
172,001322,箭牌家居,19.14,2.19,0.41,70133,132586810.03,4.22,19.19,18.4,18.74,18.73,1.0,7.26,1485.17,4.05
173,688426,康为世纪,26.9,-1.93,-0.53,16552,44060408.0,4.56,27.38,26.13,27.38,27.43,2.44,6.59,189.18,1.73
174,301380,挖金客,52.27,-1.49,-0.79,23306,122552499.16,3.6,53.62,51.71,52.81,53.06,0.78,13.71,64.9,4.01
175,301273,瑞晨环保,30.72,0.36,0.11,7689,23376340.64,2.12,30.76,30.11,30.71,30.61,1.51,4.29,-169.14,2.23
176,688244,永信至诚,67.68,-2.66,-1.85,14649,99780332.0,7.28,71.36,66.3,69.76,69.53,1.56,9.95,-71.21,4.6
177,603151,邦基科技,16.46,-0.12,-0.02,9469,15550190.0,0.73,16.48,16.36,16.48,16.48,0.52,2.25,29.55,2.37
178,301299,卓创资讯,53.04,-2.87,-1.57,19159,103175757.76,4.28,55.21,52.87,54.27,54.61,0.76,12.77,46.88,4.81
179,001300,三柏硕,12.95,0.23,0.03,10647,13761548.48,1.01,13.0,12.87,12.94,12.92,0.57,1.75,206.31,2.89
180,688061,灿瑞科技,76.24,-0.3,-0.23,11506,89447895.0,5.49,79.8,75.6,77.02,76.47,1.46,6.3,-1079.1,2.32
181,688031,星环科技-U,140.28,1.65,2.28,15050,213063287.0,8.88,148.74,136.49,139.0,138.0,0.83,5.24,-49.6,10.42
182,603163,DR圣晖集,47.85,-0.66,-0.32,12117,57466187.0,4.61,48.5,46.28,47.08,48.17,0.92,4.85,33.02,4.89
183,301316,慧博云通,24.62,-3.11,-0.79,37172,92624397.22,3.58,25.51,24.6,25.37,25.41,0.76,9.29,189.83,10.42
184,688459,哈铁科技,9.62,-0.93,-0.09,19023,18325463.0,1.44,9.74,9.6,9.74,9.71,1.29,2.18,-1358.47,1.43
185,301363,美好医疗,42.13,-0.24,-0.1,6301,26671995.92,1.97,42.78,41.95,42.23,42.23,0.41,1.56,39.51,5.74
186,688073,毕得医药,77.0,5.26,3.85,10861,82870560.0,7.79,78.38,72.68,73.9,73.15,3.54,5.56,47.38,3.49
187,603052,可川科技,29.36,-0.64,-0.19,6718,19751468.0,1.59,29.69,29.22,29.69,29.55,0.83,2.79,37.94,2.64
188,688409,富创精密,117.13,-0.59,-0.7,11225,131273336.0,3.0,118.85,115.31,117.62,117.83,0.69,2.4,155.42,5.39
189,301313,凡拓数创,47.28,0.3,0.14,65930,316183598.34,5.43,49.49,46.93,48.5,47.14,0.76,25.77,-2887.75,4.7
190,001269,欧晶科技,61.08,5.46,3.16,66313,398154460.45,7.68,61.58,57.13,57.42,57.92,1.92,13.79,17.07,9.44
191,001255,博菲电气,38.21,3.97,1.46,20545,76827255.0,6.1,38.35,36.11,36.67,36.75,2.36,10.27,40.73,4.18
192,688275,万润新能,93.09,1.48,1.36,4228,39090292.0,2.52,93.37,91.06,91.73,91.73,1.96,1.44,-86.87,1.43
193,688137,近岸蛋白,53.05,0.28,0.15,5096,26807654.0,2.04,53.41,52.33,53.0,52.9,1.98,3.0,83.54,1.68
194,301319,唯特偶,52.94,2.08,1.08,7296,38483405.17,4.24,53.59,51.39,52.38,51.86,1.51,4.98,28.65,2.93
195,301285,鸿日达,14.52,4.46,0.62,87405,123812079.59,4.96,14.52,13.83,13.83,13.9,1.0,16.92,-92.66,2.91
196,301176,逸豪新材,17.11,-1.16,-0.2,9592,16473044.44,2.08,17.38,17.02,17.26,17.31,0.76,2.34,-260.42,1.74
197,688392,骄成超声,95.02,6.55,5.84,17268,159373693.0,9.39,95.79,87.42,89.1,89.18,2.16,6.76,88.67,6.41
198,688252,天德钰,21.3,-4.53,-1.01,24812,53660688.0,5.24,22.4,21.23,22.39,22.31,1.56,6.88,204.92,4.76
199,688387,信科移动-U,7.82,0.13,0.01,289316,227868178.0,3.84,8.02,7.72,7.75,7.81,1.28,5.98,178.83,3.85
200,603057,紫燕食品,24.79,0.57,0.14,5816,14309803.0,1.74,24.79,24.36,24.58,24.65,0.47,1.38,57.19,5.78
