序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率
55,301225,恒勃股份,34.78,0.72,0.25,20810,72487711.99,1.42,35.12,34.63,34.75,34.53,0.42,8.8,31.51,2.67
56,301232,飞沃科技,57.26,-0.61,-0.35,4892,28068587.27,1.18,57.85,57.17,57.61,57.61,0.89,3.83,37.06,1.99
57,301287,康力源,44.55,5.32,2.25,72733,318376534.14,8.82,45.68,41.95,43.0,42.3,1.68,43.63,35.09,2.95
58,301355,南王科技,17.61,-1.23,-0.22,33766,59672741.83,1.91,17.9,17.56,17.83,17.83,1.06,7.3,49.45,2.27
59,688472,阿特斯,15.48,-0.39,-0.06,277787,427275616.0,3.02,15.63,15.16,15.43,15.54,1.17,6.58,15.54,3.12
60,301383,天键股份,37.28,1.44,0.53,13259,49214317.66,1.69,37.37,36.75,36.75,36.75,0.7,4.81,56.72,2.49
61,301320,豪江智能,20.79,-2.03,-0.43,53870,112905301.05,2.73,21.36,20.78,21.22,21.22,1.01,12.54,73.07,3.64
62,688623,双元科技,86.97,-0.01,-0.01,1853,16115049.0,0.47,87.26,86.85,87.06,86.98,0.59,1.38,49.59,2.48
63,688576,西山科技,105.9,-1.84,-1.98,4406,46959477.0,2.75,108.46,105.49,107.76,107.88,0.83,3.71,58.59,2.72
64,301323,新莱福,42.05,-1.08,-0.46,26567,111609946.05,2.4,42.64,41.62,42.27,42.51,0.68,11.36,39.02,2.34
65,688570,天玛智控,26.39,1.5,0.39,17621,46294278.0,1.65,26.46,26.03,26.12,26.0,0.99,3.24,30.57,2.98
66,688523,航天环宇,25.48,0.59,0.15,11234,28686423.0,1.54,25.75,25.36,25.49,25.33,0.72,3.32,465.09,6.72
67,301310,鑫宏业,65.11,2.78,1.76,18758,120752909.6,3.91,65.28,62.8,63.03,63.35,1.32,8.49,44.12,2.92
68,688593,新相微,16.86,2.12,0.35,24280,40655593.0,2.18,16.87,16.51,16.59,16.51,0.93,3.55,96.5,4.89
69,001373,翔腾新材,42.61,0.61,0.26,17750,75342289.74,1.7,42.74,42.02,42.45,42.35,0.64,10.34,72.37,3.34
70,301353,普莱得,35.45,1.52,0.53,15439,54707991.83,2.23,35.8,35.02,35.02,34.92,1.02,8.13,43.95,2.24
71,301337,亚华电子,34.14,2.12,0.71,18195,61742927.25,2.57,34.25,33.39,33.44,33.43,1.58,7.36,216.36,3.18
72,301252,同星科技,48.28,0.84,0.4,26757,128178722.59,2.11,48.35,47.34,47.68,47.88,0.84,13.38,37.54,3.67
73,688562,航天软件,29.15,3.88,1.09,78105,226703886.0,5.99,29.68,28.0,28.0,28.06,2.19,11.87,-4788.86,6.61
74,001282,三联锻造,29.95,0.23,0.07,10583,31732724.58,1.24,30.17,29.8,29.87,29.88,0.65,3.81,44.42,2.54
75,301399,英特科技,50.07,-1.59,-0.81,26156,129978166.69,3.34,50.41,48.71,49.42,50.88,1.42,12.54,54.99,3.36
76,301305,朗坤环境,21.42,-1.38,-0.3,30356,65097099.88,2.03,21.8,21.36,21.68,21.72,0.69,5.42,30.78,1.57
77,688458,美芯晟,84.55,-0.31,-0.26,8293,70369546.0,5.39,87.72,83.15,84.01,84.81,1.0,4.59,-374.74,3.3
78,001324,长青科技,20.76,-0.67,-0.14,17036,35413155.99,1.15,20.96,20.72,20.83,20.9,0.99,5.04,55.14,2.71
79,688581,安杰思,104.06,0.52,0.54,6909,72471031.0,3.96,106.6,102.5,103.35,103.52,1.41,5.35,43.99,2.98
80,688361,中科飞测-U,77.33,1.35,1.03,14875,113330773.0,3.22,77.66,75.2,76.42,76.3,0.79,2.48,197.23,10.76
81,301428,世纪恒通,39.0,3.34,1.26,73572,289267595.44,11.21,41.38,37.15,37.26,37.74,2.85,31.45,54.11,3.28
82,688552,航天南湖,24.21,0.96,0.23,16749,40556486.0,1.58,24.38,24.0,24.0,23.98,0.79,2.19,-119.55,3.2
83,301332,德尔玛,14.41,-3.61,-0.54,144122,210426798.89,4.35,15.06,14.41,14.94,14.95,0.97,17.05,71.57,2.46
84,301382,蜂助手,38.64,2.63,0.99,49601,192408487.75,5.71,39.65,37.5,37.68,37.65,1.73,13.71,55.73,4.17
85,688512,慧智微-U,19.15,-0.1,-0.02,12313,23631795.0,1.1,19.33,19.12,19.14,19.17,1.22,2.54,-33.03,3.57
86,001380,华纬科技,32.09,-4.64,-1.56,24094,78694636.55,5.08,33.71,32.0,33.66,33.65,1.34,7.63,38.1,2.94
87,301325,曼恩斯特,96.09,-1.52,-1.48,9439,90870321.8,3.11,98.28,95.25,97.5,97.57,0.63,3.81,42.86,4.24
88,688479,友车科技,29.31,0.45,0.13,7446,21867649.0,1.1,29.51,29.19,29.19,29.18,0.87,2.29,29.13,2.33
89,688469,中芯集成-U,5.68,0.18,0.01,161015,91526376.0,0.53,5.7,5.67,5.68,5.67,0.76,1.55,-19.96,3.24
90,603172,万丰股份,17.0,-1.51,-0.26,21116,36016778.0,2.49,17.33,16.9,17.28,17.26,0.94,6.46,36.85,2.25
91,301390,经纬股份,47.43,0.83,0.39,11818,55883421.23,2.04,47.74,46.78,47.18,47.04,0.63,7.88,-1236.58,3.19
92,688249,晶合集成,19.38,-0.82,-0.16,116330,226144299.0,2.35,19.76,19.3,19.64,19.54,1.22,3.34,-29.4,1.73
93,301293,三博脑科,71.4,0.32,0.23,17200,123132826.7,1.98,72.42,71.01,71.52,71.17,0.8,5.04,114.11,4.94
94,301360,荣旗科技,89.79,-0.23,-0.21,6825,61169804.88,4.43,91.58,87.59,89.03,90.0,0.67,5.71,-184.45,4.4
95,688478,晶升股份,44.57,-1.04,-0.47,14967,66784314.0,2.24,45.21,44.2,45.15,45.04,0.84,5.24,632.02,4.0
96,301307,美利信,33.13,-1.78,-0.6,38992,129881408.4,3.59,34.1,32.89,33.83,33.73,0.86,8.3,31.35,2.19
97,688146,中船特气,39.21,-0.03,-0.01,12790,50267647.0,1.94,39.77,39.01,39.46,39.22,0.77,2.16,60.84,4.1
98,688352,颀中科技,13.15,-0.08,-0.01,42954,56570378.0,1.44,13.27,13.08,13.2,13.16,0.7,2.84,127.69,2.85
99,603137,恒尚节能,20.53,-1.16,-0.24,23891,49283872.0,1.97,20.86,20.45,20.8,20.77,0.59,7.46,18.95,2.47
100,688539,高华科技,39.98,0.55,0.22,5289,20998728.0,2.64,40.25,39.2,39.8,39.76,0.53,1.87,92.38,3.15
101,688507,索辰科技,129.11,0.26,0.34,3035,39066896.0,1.35,129.7,127.96,128.11,128.77,0.65,2.26,-101.2,2.8
102,301387,光大同创,45.81,0.9,0.41,4425,20218757.87,1.21,45.95,45.4,45.4,45.4,0.59,2.66,34.25,2.21
103,301357,北方长龙,53.35,-5.88,-3.33,33504,179978845.6,4.94,55.65,52.85,55.65,56.68,0.83,20.78,51.06,3.16
104,688433,华曙高科,33.83,-0.15,-0.05,13538,45483980.0,3.78,34.48,33.2,34.48,33.88,0.73,3.92,171.2,7.74
105,301429,森泰股份,24.73,-2.75,-0.7,59561,151487902.0,5.58,26.15,24.73,26.15,25.43,0.78,21.24,43.55,2.23
106,603135,XD中重科,18.88,-0.42,-0.08,27317,51676459.0,1.21,19.08,18.85,19.08,18.96,0.92,3.13,42.91,1.91
107,603125,常青科技,31.03,-0.83,-0.26,59319,183305480.0,2.97,31.41,30.48,30.8,31.29,1.67,12.57,27.3,2.9
108,601133,柏诚股份,14.66,0.0,0.0,36881,54115172.0,0.75,14.74,14.63,14.63,14.66,0.93,2.92,47.39,2.92
109,601065,江盐集团,12.18,-0.65,-0.08,80420,98286463.0,1.47,12.33,12.15,12.27,12.26,0.93,5.18,14.0,2.08
110,601061,中信金属,9.15,-0.22,-0.02,330825,303097563.0,1.85,9.27,9.1,9.16,9.17,0.66,6.81,20.65,2.24
111,001367,海森药业,46.17,-2.7,-1.28,18296,85167634.09,2.51,47.29,46.1,47.02,47.45,1.6,10.98,31.4,2.68
112,001360,南矿集团,17.57,-0.62,-0.11,24156,42591727.2,1.53,17.82,17.55,17.68,17.68,1.01,4.83,60.75,2.78
113,001328,登康口腔,33.6,-3.42,-1.19,61030,207064551.03,3.45,34.67,33.47,34.55,34.79,0.85,14.47,44.8,2.73
114,001287,中电港,25.9,2.05,0.52,99215,255759649.44,2.44,26.0,25.38,25.4,25.38,1.29,5.38,69.14,4.06
115,001286,陕西能源,10.08,-0.2,-0.02,213233,215354616.11,0.79,10.15,10.07,10.1,10.1,0.97,2.93,11.04,1.76
116,688484,南芯科技,39.46,-0.18,-0.07,9438,37267890.0,1.72,39.84,39.16,39.53,39.53,0.75,1.72,134.96,2.9
117,688535,华海诚科,85.91,-1.66,-1.45,26215,225067027.0,4.12,87.8,84.2,87.33,87.36,0.68,15.95,417.01,4.22
118,688343,云天励飞-U,57.0,0.71,0.4,30872,176616469.0,2.88,57.93,56.3,56.6,56.6,1.3,4.14,-56.06,2.47
119,301281,科源制药,28.77,0.0,0.0,74689,212980645.2,7.61,29.75,27.56,28.43,28.77,1.97,29.07,24.27,1.52
120,301203,国泰环保,38.64,-0.21,-0.08,13751,53173781.0,1.27,38.96,38.47,38.73,38.72,0.53,8.06,25.05,1.42
121,301141,中科磁业,67.5,-4.69,-3.32,90642,609446816.88,6.82,69.58,64.75,68.99,70.82,1.08,44.71,114.12,2.91
122,688531,日联科技,141.7,-1.22,-1.75,3239,45964112.0,3.07,144.85,140.45,143.5,143.45,0.73,1.86,200.01,3.57
123,603162,海通发展,17.27,-0.17,-0.03,9603,16601264.0,0.92,17.39,17.23,17.3,17.3,0.86,1.57,39.46,2.94
124,600925,苏能股份,5.94,-0.17,-0.01,113039,67289915.0,0.5,5.97,5.94,5.96,5.95,0.82,1.64,11.89,2.83
125,301386,未来电器,30.38,-4.85,-1.55,130097,396039681.09,6.14,31.49,29.53,29.98,31.93,1.8,39.19,66.54,2.86
126,301314,科瑞思,49.35,0.73,0.36,6403,31538280.6,1.47,49.53,48.81,48.89,48.99,0.7,4.64,39.37,2.66
127,603291,联合水务,15.65,-1.94,-0.31,70635,111045084.0,2.38,16.0,15.62,15.9,15.96,0.8,16.69,96.93,4.24
128,603065,宿迁联盛,14.27,-0.28,-0.04,11682,16709129.0,0.98,14.4,14.26,14.32,14.31,1.18,2.79,33.3,2.9
129,301345,涛涛车业,49.95,1.01,0.5,5477,27192624.82,1.46,49.95,49.23,49.62,49.45,0.72,2.29,39.15,2.03
130,301378,通达海,56.81,1.41,0.79,6492,36801399.78,2.39,57.1,55.76,56.0,56.02,0.98,3.76,176.62,2.82
131,301246,宏源药业,32.11,-0.5,-0.16,8060,25869678.28,0.81,32.26,32.0,32.26,32.27,1.08,1.82,49.6,2.96
132,301439,泓淋电力,17.74,-0.95,-0.17,32329,57647931.0,1.45,18.0,17.74,17.95,17.91,0.85,3.5,41.98,2.62
133,603073,彩蝶实业,19.23,-0.47,-0.09,11911,22926797.0,0.98,19.39,19.2,19.29,19.32,0.44,4.11,31.43,1.86
134,603282,亚光股份,29.53,0.14,0.04,6791,20024693.0,1.8,29.83,29.3,29.7,29.49,0.86,2.03,25.25,3.35
135,603153,上海建科,18.41,0.77,0.14,51607,95651194.0,4.49,18.99,18.17,18.25,18.27,0.94,9.38,95.63,2.39
136,001368,通达创智,24.66,0.33,0.08,12642,31219533.01,0.98,24.84,24.6,24.67,24.58,0.84,4.51,22.29,2.07
137,601121,宝地矿业,7.87,0.25,0.02,120333,94396697.0,1.78,7.93,7.79,7.83,7.85,0.71,6.02,50.31,2.19
138,688502,茂莱光学,200.0,1.37,2.71,6265,124233645.0,3.88,200.99,193.33,195.0,197.29,0.66,5.19,188.95,9.15
139,301157,华塑科技,50.5,0.34,0.17,5137,25983539.16,1.57,50.99,50.2,50.5,50.33,0.73,3.61,168.94,2.95
140,001278,一彬科技,22.13,-0.27,-0.06,11904,26381712.04,1.13,22.35,22.1,22.2,22.19,0.64,3.85,36.27,2.26
141,001366,播恩集团,15.51,-1.4,-0.22,17035,26581787.95,2.61,15.86,15.45,15.79,15.73,0.77,4.22,33.63,3.0
142,301322,绿通科技,55.45,-1.3,-0.73,11552,64213675.96,2.17,56.5,55.28,56.28,56.18,1.21,4.64,24.14,2.08
143,603061,金海通,98.4,-4.26,-4.38,21177,209489005.0,6.3,103.01,96.54,101.3,102.78,2.21,14.12,46.28,4.39
144,001337,四川黄金,33.65,0.39,0.13,77681,260922067.32,1.67,33.86,33.3,33.43,33.52,0.72,12.95,57.12,11.68
145,688522,纳睿雷达,54.57,0.0,0.0,6190,33823375.0,1.7,55.18,54.25,54.5,54.57,0.85,1.73,248.82,3.91
146,301408,华人健康,17.51,-1.07,-0.19,19890,34970582.66,1.47,17.75,17.49,17.52,17.7,0.9,3.53,59.39,3.77
147,001311,多利科技,53.8,-0.41,-0.22,17944,97040079.98,1.65,54.58,53.69,54.0,54.02,0.85,3.91,23.19,2.54
148,001225,和泰机电,43.98,-0.02,-0.01,2558,11264389.24,0.7,44.24,43.93,44.12,43.99,0.97,1.58,22.67,2.08
149,688486,龙迅股份,91.45,-1.01,-0.93,1932,17681870.0,3.4,93.84,90.7,91.21,92.38,0.61,1.3,216.94,4.75
150,301303,真兰仪表,23.9,-0.46,-0.11,48561,116310858.1,1.83,24.22,23.78,23.8,24.01,0.86,7.01,35.24,2.48
151,603190,亚通精工,28.83,-2.9,-0.86,24041,70183933.0,3.47,29.83,28.8,29.63,29.69,1.45,8.01,15.84,1.77
152,688307,中润光学,30.49,0.93,0.28,3379,10301270.0,1.89,30.79,30.22,30.22,30.21,0.46,1.85,-708.0,3.37
153,603307,扬州金泉,48.13,-2.39,-1.18,9970,48445714.0,3.29,49.69,48.07,49.33,49.31,0.81,5.95,13.72,2.76
154,001260,坤泰股份,20.9,-0.76,-0.16,10488,21956969.15,1.66,21.15,20.8,21.06,21.06,0.76,3.65,64.39,3.29
155,001314,亿道信息,39.39,1.55,0.6,18099,71080642.93,2.91,39.75,38.62,38.79,38.79,1.25,5.15,54.42,2.8
156,688515,裕太微-U,141.5,-1.12,-1.6,6637,94739970.0,4.69,146.5,139.79,143.1,143.1,1.19,3.64,-105.08,5.84
157,301419,阿莱德,38.15,2.01,0.75,16344,61938481.29,2.22,38.21,37.38,37.68,37.4,1.28,6.89,93.0,4.21
158,301358,湖南裕能,44.7,0.97,0.43,26391,117934223.71,2.39,45.26,44.2,44.2,44.27,0.85,2.1,30.1,3.39
159,301373,凌玮科技,31.98,-1.17,-0.38,5533,17793930.33,1.55,32.48,31.98,32.35,32.36,0.9,2.19,34.65,2.43
160,301260,格力博,23.14,-1.87,-0.44,40336,93949182.39,2.25,23.66,23.13,23.55,23.58,1.35,3.53,32.15,2.23
161,601059,信达证券,19.98,10.02,1.82,1755660,3440631027.0,10.02,19.98,18.16,18.71,18.16,1.46,54.14,75.03,3.9
162,603281,江瀚新材,31.3,-0.29,-0.09,8423,26471596.0,1.15,31.66,31.3,31.42,31.39,0.87,0.9,18.92,2.73
163,603173,福斯达,28.23,-0.67,-0.19,4175,11851524.0,1.51,28.63,28.2,28.42,28.42,0.48,1.04,32.04,3.49
164,688435,英方软件,74.55,3.21,2.32,13651,101722644.0,8.06,77.21,71.39,72.34,72.23,1.8,7.41,-420.21,5.55
165,301317,鑫磊股份,24.11,1.47,0.35,10280,24741743.58,4.21,24.66,23.66,23.7,23.76,1.37,2.62,53.17,3.53
166,688485,九州一轨,15.41,0.13,0.02,15681,23932049.0,2.21,15.44,15.1,15.33,15.39,0.98,4.69,-39.46,1.77
167,688506,百利天恒-U,85.28,-3.16,-2.78,4608,39438020.0,4.68,88.34,84.22,86.37,88.06,0.49,1.32,-51.25,44.77
168,688525,佰维存储,68.08,0.62,0.42,48783,331778784.0,4.29,69.5,66.6,67.89,67.66,0.92,13.34,-58.12,12.77
169,301297,富乐德,20.36,0.99,0.2,39771,80286385.52,2.68,20.43,19.89,20.18,20.16,1.04,5.05,98.05,5.09
170,301105,鸿铭股份,36.91,-0.75,-0.28,2278,8443383.0,1.32,37.34,36.85,37.2,37.19,0.81,1.82,344.78,2.01
171,688496,清越科技,15.86,-4.11,-0.68,66585,106671875.0,5.08,16.54,15.7,16.42,16.54,1.77,7.4,424.61,5.71
172,688475,萤石网络,40.5,1.99,0.79,19599,79655692.0,3.73,41.29,39.81,39.95,39.71,1.51,2.19,44.06,4.76
173,001301,尚太科技,57.71,-0.89,-0.52,31406,180971992.02,3.09,58.64,56.84,58.46,58.23,1.26,4.84,16.26,2.9
174,301301,川宁生物,8.86,0.0,0.0,47729,42265607.05,1.24,8.91,8.8,8.89,8.86,0.73,2.14,28.06,3.19
175,301255,通力科技,47.83,3.1,1.44,99280,470825601.18,8.36,49.68,45.8,46.5,46.39,1.12,36.5,74.82,5.32
176,688410,山外山,44.53,-3.03,-1.39,12211,55500052.0,4.49,46.49,44.43,46.49,45.92,1.39,3.37,21.6,4.05
177,301280,珠城科技,35.28,0.48,0.17,6441,22719659.4,1.22,35.5,35.07,35.11,35.11,0.94,2.75,24.85,2.12
178,688147,微导纳米,49.65,1.97,0.96,11914,59046135.0,3.43,50.17,48.5,48.6,48.69,0.74,2.83,-5179.66,11.5
179,688141,杰华特,33.24,-0.33,-0.11,13745,45790958.0,2.37,33.79,33.0,33.45,33.35,0.88,2.63,-65.0,4.81
180,601136,首创证券,22.09,10.01,2.01,879473,1916784352.0,5.58,22.09,20.97,21.08,20.08,0.8,32.18,85.81,5.12
181,688498,源杰科技,198.52,4.57,8.67,25143,488929140.0,5.74,199.99,189.1,189.78,189.85,1.16,13.57,355.46,7.99
182,688172,燕东微,22.01,0.5,0.11,24098,53132417.0,1.28,22.18,21.9,21.9,21.9,1.05,1.91,74.05,1.83
183,301265,华新环保,11.99,-0.83,-0.1,26733,32218954.79,1.32,12.13,11.97,12.05,12.09,0.49,3.53,32.74,1.83
184,301398,星源卓镁,80.43,-1.2,-0.98,95619,777243816.73,7.54,84.84,78.7,81.52,81.41,0.85,49.61,94.96,6.49
185,301368,丰立智能,44.84,1.77,0.78,48734,218725829.08,4.93,46.09,43.92,44.5,44.06,1.78,16.19,167.95,5.64
186,688143,长盈通,30.5,0.13,0.04,2605,7916565.0,1.28,30.69,30.3,30.35,30.46,0.38,0.99,-110.7,3.12
187,001223,欧克科技,77.48,-1.11,-0.87,6860,53084632.0,3.18,78.86,76.37,78.35,78.35,0.88,4.11,43.84,2.87
188,688503,聚和材料,82.09,-3.46,-2.94,11546,95837958.0,5.17,86.18,81.78,85.14,85.03,1.54,3.04,27.44,2.95
189,688420,美腾科技,32.2,-0.83,-0.27,5413,17447525.0,1.63,32.59,32.06,32.47,32.47,0.89,2.46,141.75,2.01
190,688084,晶品特装,71.07,-0.86,-0.62,1284,9188996.0,1.84,72.39,71.07,72.29,71.69,0.77,0.7,-129.18,3.24
191,601022,宁波远洋,10.6,-0.66,-0.07,28865,30721059.0,1.12,10.71,10.59,10.69,10.67,0.68,2.21,22.1,2.71
192,001333,光华股份,25.69,-1.8,-0.47,13160,33790963.36,1.38,25.88,25.52,25.6,26.16,1.67,4.11,29.66,2.15
193,001256,炜冈科技,17.99,-0.39,-0.07,10476,18837756.98,1.61,18.17,17.88,18.12,18.06,1.09,2.94,34.4,2.45
194,688489,三未信安,56.08,1.96,1.08,14507,81779530.0,4.24,57.18,54.85,54.85,55.0,1.86,5.74,-422.04,3.46
195,301391,卡莱特,98.41,-3.93,-4.03,6175,61501369.46,4.81,102.99,98.06,102.42,102.44,2.04,3.87,57.23,3.32
196,301311,昆船智能,24.92,-0.08,-0.02,70068,174345360.65,2.61,25.2,24.55,25.0,24.94,0.63,11.68,232.99,3.36
197,301290,东星医疗,32.66,-1.54,-0.51,7941,26082537.45,2.83,33.5,32.56,33.5,33.17,1.23,3.32,45.46,1.52
198,688480,赛恩斯,27.5,0.95,0.26,5315,14593124.0,2.46,27.82,27.15,27.34,27.24,0.76,2.62,48.65,3.09
199,301377,鼎泰高科,20.4,-1.07,-0.22,23929,48935938.56,1.79,20.7,20.33,20.66,20.62,1.24,4.79,30.63,3.75
200,301365,矩阵股份,17.58,1.68,0.29,68552,120605644.49,4.22,17.93,17.2,17.43,17.29,0.82,15.23,50.24,1.85
